,song_id,duration_mins,popularity,danceability,energy,acousticness,valence,tempo,song,performer,peak_position,year,total_charting_weeks,top10
3692,Who KnewP!nk,3.4748833333333335,71.0,68.8,73.3,0.462,45.9,140.004,Who Knew,P!nk,9.0,2007,36.0,True
3693,Who SaidHannah Montana,3.24955,46.0,62.5,89.2,0.872,63.3,133.058,Who Said,Hannah Montana,83.0,2006,4.0,False
3694,Who Says You Can't Go HomeBon Jovi,3.838,56.0,53.400000000000006,87.0,4.8,80.80000000000001,131.688,Who Says You Can't Go Home,Bon Jovi,23.0,2006,26.0,False
3695,Who SaysJohn Mayer,2.9246666666666665,69.0,58.4,50.9,26.700000000000003,36.7,90.457,Who Says,John Mayer,17.0,2009,8.0,False
3696,Who SaysSelena Gomez & The Scene,3.2602166666666665,75.0,68.2,92.7,8.43,74.4,101.019,Who Says,Selena Gomez & The Scene,21.0,2011,20.0,False
3697,Who The F*** Is That?Dolla Featuring T-Pain & Tay Dizm,4.1771,42.0,83.89999999999999,50.8,0.9740000000000001,55.900000000000006,82.027,Who The F*** Is That?,Dolla Featuring T-Pain & Tay Dizm,82.0,2008,4.0,False
3698,Who You LoveJohn Mayer Featuring Katy Perry,4.16555,66.0,69.39999999999999,35.099999999999994,81.3,69.1,145.907,Who You Love,John Mayer Featuring Katy Perry,48.0,2014,2.0,False
3699,Who You'd Be TodayKenny Chesney,4.242883333333333,51.0,64.60000000000001,43.1,14.899999999999999,24.8,145.855,Who You'd Be Today,Kenny Chesney,37.0,2005,17.0,False
3700,Who's That Chick?David Guetta Featuring Rihanna,3.3506666666666667,55.0,67.5,60.099999999999994,0.372,93.10000000000001,127.938,Who's That Chick?,David Guetta Featuring Rihanna,51.0,2011,9.0,False
3701,Why Do You Love MeGarbage,3.903766666666667,32.0,46.5,85.8,0.0492,45.1,160.036,Why Do You Love Me,Garbage,94.0,2005,1.0,False
3702,Why Don't We Just DanceJosh Turner,3.2133333333333334,65.0,67.7,77.60000000000001,42.0,64.2,121.834,Why Don't We Just Dance,Josh Turner,35.0,2010,20.0,False
3703,Why WaitRascal Flatts,3.747333333333333,46.0,61.199999999999996,76.5,12.2,55.300000000000004,122.021,Why Wait,Rascal Flatts,48.0,2010,20.0,False
3704,Why We ThugsIce Cube,3.7351,53.0,68.30000000000001,59.0,32.6,65.3,100.892,Why We Thugs,Ice Cube,92.0,2006,2.0,False
3705,Why Ya WannaJana Kramer,3.68955,54.0,29.9,67.60000000000001,27.3,29.799999999999997,167.498,Why Ya Wanna,Jana Kramer,50.0,2012,22.0,False
3706,Why You WannaT.I.,3.5833333333333335,52.0,80.2,77.2,35.8,65.4,96.046,Why You Wanna,T.I.,29.0,2006,20.0,False
3707,"Why, Why, WhyBilly Currington",2.7557666666666667,36.0,61.5,92.2,24.0,60.0,97.996,"Why, Why, Why",Billy Currington,99.0,2006,3.0,False
3708,WhyJason Aldean,3.5622166666666666,54.0,56.8,69.5,6.88,21.8,135.926,Why,Jason Aldean,43.0,2006,20.0,False
3709,WhyMichelle Chamuel,3.2764333333333333,7.0,32.9,57.8,1.08,6.79,92.729,Why,Michelle Chamuel,92.0,2013,1.0,False
3710,Wicked GamesThe Weeknd,5.395766666666667,75.0,65.8,59.099999999999994,0.959,32.6,114.078,Wicked Games,The Weeknd,53.0,2013,20.0,False
3711,Wide AwakeKaty Perry,3.6824333333333334,68.0,51.4,68.30000000000001,7.489999999999999,57.49999999999999,159.814,Wide Awake,Katy Perry,2.0,2012,26.0,True
3712,WiggleJason Derulo Featuring Snoop Dogg,3.2215833333333332,61.0,69.69999999999999,62.1,8.02,72.1,81.946,Wiggle,Jason Derulo Featuring Snoop Dogg,5.0,2014,21.0,True
3713,Wild At HeartGloriana,3.7262166666666667,46.0,58.3,85.9,1.83,77.2,97.998,Wild At Heart,Gloriana,53.0,2009,15.0,False
3714,Wild ChildKenny Chesney With Grace Potter,3.1633333333333336,51.0,58.599999999999994,63.3,47.5,44.5,148.984,Wild Child,Kenny Chesney With Grace Potter,56.0,2015,15.0,False
3715,Wild For The NightA$AP Rocky Featuring Skrillex,3.544,70.0,75.9,84.89999999999999,4.83,68.10000000000001,140.001,Wild For The Night,A$AP Rocky Featuring Skrillex,80.0,2013,16.0,False
3716,Wild HorsesSusan Boyle,4.873866666666666,39.0,23.0,15.2,91.10000000000001,11.600000000000001,89.475,Wild Horses,Susan Boyle,98.0,2009,1.0,False
3717,Wild LifeJack & Jack,2.931416666666667,51.0,77.4,89.1,25.2,61.199999999999996,79.991,Wild Life,Jack & Jack,87.0,2014,1.0,False
3718,Wild OnesFlo Rida Featuring Sia,3.882433333333333,77.0,60.8,86.0,9.91,43.7,127.075,Wild Ones,Flo Rida Featuring Sia,5.0,2012,36.0,True
3719,Wild Wild LovePitbull Featuring G.R.L.,3.386,56.0,66.0,68.5,1.6500000000000001,32.0,119.991,Wild Wild Love,Pitbull Featuring G.R.L.,30.0,2014,18.0,False
3720,Wildest DreamsTaylor Swift,3.674,66.0,55.300000000000004,66.4,7.090000000000001,46.7,140.06,Wildest Dreams,Taylor Swift,5.0,2015,16.0,True
3721,WildfireJohn Mayer,4.2248833333333335,64.0,71.89999999999999,66.5,15.0,76.3,96.999,Wildfire,John Mayer,85.0,2013,3.0,False
3722,WildflowerThe JaneDear Girls,2.7242166666666665,40.0,69.19999999999999,85.8,0.217,69.0,125.944,Wildflower,The JaneDear Girls,60.0,2011,8.0,False
3723,Wind It UpGwen Stefani,3.1597666666666666,49.0,96.0,89.5,33.5,92.0,120.01,Wind It Up,Gwen Stefani,6.0,2006,18.0,True
3724,Window SeatErykah Badu,4.828666666666667,56.0,64.3,53.5,64.8,56.39999999999999,82.193,Window Seat,Erykah Badu,95.0,2010,3.0,False
3725,Window Shopper50 Cent,3.1968833333333335,57.0,53.900000000000006,67.2,6.260000000000001,38.4,174.148,Window Shopper,50 Cent,20.0,2005,11.0,False
3726,Windows DownBig Time Rush,3.21555,53.0,61.9,93.10000000000001,0.45599999999999996,82.0,129.957,Windows Down,Big Time Rush,97.0,2012,1.0,False
3727,Wings Of A ButterflyHIM,3.5279833333333332,48.0,43.2,77.60000000000001,1.52,66.7,128.038,Wings Of A Butterfly,HIM,87.0,2006,2.0,False
3728,WingsLittle Mix,3.6622166666666667,61.0,73.8,87.5,0.0673,53.800000000000004,114.962,Wings,Little Mix,79.0,2013,9.0,False
3729,Winner At A Losing GameRascal Flatts,4.776883333333333,43.0,44.3,59.9,20.7,39.900000000000006,171.879,Winner At A Losing Game,Rascal Flatts,52.0,2008,20.0,False
3730,WinnerJamie Foxx Featuring Justin Timberlake & T .I.,4.072433333333334,49.0,78.8,61.3,0.914,64.8,89.985,Winner,Jamie Foxx Featuring Justin Timberlake & T .I.,28.0,2010,11.0,False
3731,Wipe Your EyesMaroon 5,3.5808833333333334,44.0,60.4,89.4,6.45,61.1,137.047,Wipe Your Eyes,Maroon 5,80.0,2012,1.0,False
3732,Wish You Were HereAvril Lavigne,3.7626666666666666,67.0,45.4,86.5,3.2300000000000004,34.0,166.018,Wish You Were Here,Avril Lavigne,65.0,2012,7.0,False
3733,Wit MeT.I. Featuring Lil Wayne,4.07555,45.0,75.4,60.0,23.3,77.8,156.932,Wit Me,T.I. Featuring Lil Wayne,80.0,2013,2.0,False
3734,With LoveHilary Duff,3.0166666666666666,45.0,85.2,89.60000000000001,0.8869999999999999,96.1,121.978,With Love,Hilary Duff,24.0,2007,9.0,False
3735,With YouChris Brown,4.202,74.0,66.2,69.3,13.4,65.5,86.009,With You,Chris Brown,2.0,2008,29.0,True
3736,Without MeFantasia Featuring Kelly Rowland & Missy Elliott,4.5131,48.0,71.3,68.7,12.9,55.50000000000001,75.014,Without Me,Fantasia Featuring Kelly Rowland & Missy Elliott,74.0,2013,2.0,False
3737,Without YouDavid Guetta Featuring Usher,3.4688833333333333,59.0,60.6,61.199999999999996,21.099999999999998,47.699999999999996,127.882,Without You,David Guetta Featuring Usher,4.0,2011,30.0,True
3738,Without YouGlee Cast,3.5097666666666667,52.0,46.7,74.9,14.899999999999999,9.77,127.887,Without You,Glee Cast,28.0,2012,1.0,False
3739,Without YouHinder,3.8711,57.0,41.699999999999996,82.8,3.15,33.2,136.033,Without You,Hinder,85.0,2009,9.0,False
3740,Without YouKeith Urban,3.9337666666666666,44.0,49.6,39.7,46.300000000000004,61.1,160.021,Without You,Keith Urban,52.0,2011,18.0,False
3741,WobbleV.I.C.,5.366433333333333,60.0,85.5,74.6,40.2,37.5,95.026,Wobble,V.I.C.,94.0,2012,2.0,False
3742,WomanizerBritney Spears,3.74,75.0,72.39999999999999,69.5,7.3,23.5,139.0,Womanizer,Britney Spears,1.0,2008,23.0,True
3743,WomanRaheem DeVaughn,4.46,36.0,75.1,48.0,50.0,63.2,87.016,Woman,Raheem DeVaughn,96.0,2008,4.0,False
3744,"Women Lie, Men LieYo Gotti Featuring Lil Wayne",3.6128833333333334,45.0,64.7,76.7,0.41700000000000004,53.7,157.925,"Women Lie, Men Lie",Yo Gotti Featuring Lil Wayne,81.0,2010,7.0,False
3745,Won't Back DownEminem Featuring P!nk,4.431766666666666,62.0,47.8,95.1,1.3299999999999998,33.800000000000004,179.978,Won't Back Down,Eminem Featuring P!nk,62.0,2010,1.0,False
3746,Won't Go Home Without YouMaroon 5,3.852883333333333,62.0,72.8,62.0,1.52,45.300000000000004,110.023,Won't Go Home Without You,Maroon 5,48.0,2008,20.0,False
3747,WonderfulJa Rule Featuring R. Kelly & Ashanti,4.5084333333333335,62.0,65.8,78.10000000000001,27.200000000000003,76.9,92.519,Wonderful,Ja Rule Featuring R. Kelly & Ashanti,5.0,2005,20.0,True
3748,WonderlandTaylor Swift,4.092666666666666,54.0,42.199999999999996,69.19999999999999,4.93,19.7,184.014,Wonderland,Taylor Swift,51.0,2015,1.0,False
3749,WoohooChristina Aguilera Featuring Nicki Minaj,5.471333333333333,48.0,74.7,77.9,0.989,36.0,92.003,Woohoo,Christina Aguilera Featuring Nicki Minaj,79.0,2010,2.0,False
3750,WopJ. Dash,3.8437666666666668,57.0,83.6,81.69999999999999,0.968,64.7,112.007,Wop,J. Dash,51.0,2013,15.0,False
3751,"Word Crimes""Weird Al"" Yankovic",3.7186666666666666,50.0,89.7,43.0,1.18,96.39999999999999,121.987,Word Crimes,"""Weird Al"" Yankovic",39.0,2014,2.0,False
3752,WordplayJason Mraz,3.108433333333333,51.0,46.400000000000006,87.7,19.2,51.2,176.662,Wordplay,Jason Mraz,81.0,2005,4.0,False
3753,Words I Never SaidLupe Fiasco Featuring Skylar Grey,4.28265,53.0,44.5,92.80000000000001,7.46,37.0,107.576,Words I Never Said,Lupe Fiasco Featuring Skylar Grey,89.0,2011,1.0,False
3754,"Work Hard, Play HardWiz Khalifa",3.6504333333333334,63.0,78.7,66.60000000000001,4.09,48.5,140.008,"Work Hard, Play Hard",Wiz Khalifa,17.0,2012,20.0,False
3755,Work OutJ. Cole,3.922,78.0,83.1,42.699999999999996,5.3100000000000005,21.6,93.004,Work Out,J. Cole,13.0,2012,28.0,False
3756,Work ThatMary J. Blige,3.5097666666666667,37.0,79.4,61.1,4.17,58.099999999999994,93.082,Work That,Mary J. Blige,65.0,2007,9.0,False
3757,WorkA$AP Ferg,4.7282166666666665,73.0,84.1,73.3,2.46,28.4,130.009,Work,A$AP Ferg,100.0,2013,2.0,False
3758,WorkIggy Azalea,3.7199333333333335,58.0,69.69999999999999,80.80000000000001,6.04,44.3,140.013,Work,Iggy Azalea,54.0,2014,20.0,False
3759,Working Class HeroGreen Day,4.39555,48.0,30.0,64.3,0.63,21.099999999999998,108.798,Working Class Hero,Green Day,53.0,2007,6.0,False
3760,Working On A DreamBruce Springsteen,3.4824333333333333,49.0,55.50000000000001,77.2,0.0462,71.1,110.481,Working On A Dream,Bruce Springsteen,95.0,2009,1.0,False
3761,World Wide SuicidePearl Jam,3.455766666666667,51.0,47.4,95.89999999999999,0.0272,72.1,147.007,World Wide Suicide,Pearl Jam,41.0,2006,7.0,False
3762,Worst BehaviorDrake,4.5031,62.0,77.9,79.9,15.8,41.4,109.944,Worst Behavior,Drake,89.0,2013,11.0,False
3763,Worth ItFifth Harmony Featuring Kid Ink,3.7428833333333333,76.0,88.4,76.5,6.3,59.4,99.987,Worth It,Fifth Harmony Featuring Kid Ink,12.0,2015,36.0,False
3764,Would You Go With MeJosh Turner,3.8031,64.0,60.4,84.6,13.100000000000001,77.4,122.915,Would You Go With Me,Josh Turner,43.0,2006,20.0,False
3765,Wouldn't Get FarThe Game Featuring Kanye West,4.184,57.0,43.9,75.6,15.2,68.60000000000001,94.188,Wouldn't Get Far,The Game Featuring Kanye West,64.0,2007,9.0,False
3766,WrappedGeorge Strait,4.131333333333333,44.0,58.099999999999994,73.9,29.299999999999997,66.8,114.093,Wrapped,George Strait,71.0,2007,16.0,False
3767,Wrecking BallMiley Cyrus,3.6893333333333334,77.0,53.0,42.199999999999996,40.699999999999996,34.9,119.964,Wrecking Ball,Miley Cyrus,1.0,2013,32.0,True
3768,Writing's On The WallSam Smith,4.649783333333334,70.0,26.1,30.2,76.9,8.83,81.418,Writing's On The Wall,Sam Smith,71.0,2015,2.0,False
3769,Written In The StarsTinie Tempah Featuring Eric Turner,3.6593333333333335,56.0,64.4,94.5,5.87,57.3,91.017,Written In The Stars,Tinie Tempah Featuring Eric Turner,12.0,2011,20.0,False
3770,Wrong Baby WrongMartina McBride,3.6944333333333335,59.0,57.199999999999996,67.30000000000001,5.96,57.3,106.024,Wrong Baby Wrong,Martina McBride,74.0,2010,15.0,False
3771,WTF (Where They From)Missy Elliott Featuring Pharrell Williams,3.2128666666666668,58.0,93.2,81.89999999999999,1.81,55.60000000000001,119.941,WTF (Where They From),Missy Elliott Featuring Pharrell Williams,22.0,2015,5.0,False
3772,XChris Brown,4.342883333333333,53.0,55.50000000000001,72.7,9.36,31.0,147.865,X,Chris Brown,98.0,2014,1.0,False
3773,XOBeyonce,3.5991,66.0,47.0,79.2,17.1,21.4,170.085,XO,Beyonce,45.0,2014,10.0,False
3774,XOJohn Mayer,3.560433333333333,73.0,43.1,37.7,74.9,35.3,173.67,XO,John Mayer,90.0,2014,1.0,False
3775,Yeah 3XChris Brown,4.0277666666666665,69.0,70.5,88.2,0.0369,70.0,130.0,Yeah 3X,Chris Brown,15.0,2011,24.0,False
3776,Yeah Ya Know (Takers)T.I.,4.163333333333333,36.0,45.7,89.5,0.11199999999999999,23.599999999999998,139.923,Yeah Ya Know (Takers),T.I.,44.0,2010,2.0,False
3777,YeahJoe Nichols,3.850433333333333,59.0,40.400000000000006,84.5,0.637,59.099999999999994,165.703,Yeah,Joe Nichols,41.0,2014,20.0,False
3778,Year 3000Jonas Brothers,3.366,70.0,65.9,85.7,0.44999999999999996,79.80000000000001,106.965,Year 3000,Jonas Brothers,31.0,2007,9.0,False
3779,Yee HawJake Owen,2.8751,47.0,67.2,93.4,9.56,94.8,129.123,Yee Haw,Jake Owen,83.0,2006,7.0,False
3780,Yellow Flicker BeatLorde,3.8751,64.0,58.4,60.8,10.4,6.329999999999999,94.976,Yellow Flicker Beat,Lorde,34.0,2014,9.0,False
3781,YesterdayAdam Levine & Tony Lucca,2.1864333333333335,46.0,62.6,25.0,84.89999999999999,34.5,90.981,Yesterday,Adam Levine & Tony Lucca,68.0,2012,1.0,False
3782,Yo (Excuse Me Miss)Chris Brown,3.8173333333333335,74.0,53.6,61.199999999999996,11.899999999999999,56.99999999999999,86.768,Yo (Excuse Me Miss),Chris Brown,7.0,2006,21.0,True
3783,YogaJanelle Monae & Jidenna,3.6279666666666666,57.0,74.0,54.6,1.59,37.5,130.028,Yoga,Janelle Monae & Jidenna,79.0,2015,6.0,False
3784,YoloThe Lonely Island Featuring Adam Levine & Kendrick Lamar,3.0773333333333333,51.0,61.8,87.0,2.97,66.10000000000001,159.569,Yolo,The Lonely Island Featuring Adam Levine & Kendrick Lamar,60.0,2013,1.0,False
3785,You & I (Nobody In The World)John Legend,4.210883333333333,67.0,45.6,34.2,12.9,22.400000000000002,84.087,You & I (Nobody In The World),John Legend,66.0,2014,2.0,False
3786,You & IOne Direction,3.96555,75.0,57.4,32.9,22.0,35.6,130.993,You & I,One Direction,68.0,2014,11.0,False
3787,Wake Up Lovin' YouCraig Morgan,3.314,51.0,53.800000000000004,65.2,36.199999999999996,51.5,75.028,Wake Up Lovin' You,Craig Morgan,99.0,2014,2.0,False
3788,Wake UpHilary Duff,3.6277666666666666,48.0,63.0,82.5,6.22,28.499999999999996,120.829,Wake Up,Hilary Duff,29.0,2005,6.0,False
3789,Waking Up In VegasKaty Perry,3.3197666666666668,54.0,52.400000000000006,87.8,0.12,59.0,130.989,Waking Up In Vegas,Katy Perry,9.0,2009,23.0,True
3790,Walk Away (Remember Me)Paula DeAnda Featuring The DEY,3.969333333333333,57.0,67.2,58.5,19.2,83.39999999999999,77.998,Walk Away (Remember Me),Paula DeAnda Featuring The DEY,18.0,2007,22.0,False
3791,Walk AwayKelly Clarkson,3.1551,50.0,75.0,88.8,1.47,93.5,115.973,Walk Away,Kelly Clarkson,12.0,2006,29.0,False
3792,Walk It OutUnk,2.884,56.0,79.4,77.7,9.82,70.6,160.022,Walk It Out,Unk,10.0,2007,36.0,True
3793,Walk ThruRich Homie Quan Featuring Problem,3.1304333333333334,52.0,69.1,49.2,40.5,54.0,92.019,Walk Thru,Rich Homie Quan Featuring Problem,74.0,2014,7.0,False
3794,WalkFoo Fighters,4.266,70.0,23.1,86.6,0.00362,19.1,138.311,Walk,Foo Fighters,83.0,2011,13.0,False
3795,Walkin' On The MoonThe-Dream Featuring Kanye West,4.244,43.0,81.39999999999999,72.2,1.1400000000000001,41.0,119.977,Walkin' On The Moon,The-Dream Featuring Kanye West,87.0,2009,9.0,False
3796,Walking On AirKaty Perry,3.7074666666666665,55.0,63.1,90.8,0.14400000000000002,82.1,128.027,Walking On Air,Katy Perry,34.0,2013,1.0,False
3797,WalkingMary Mary,3.3364333333333334,42.0,75.9,54.6,13.0,58.4,100.085,Walking,Mary Mary,94.0,2011,5.0,False
3798,Wall To WallChris Brown,3.7197666666666667,59.0,59.599999999999994,54.0,0.398,57.9,188.003,Wall To Wall,Chris Brown,79.0,2007,9.0,False
3799,Wanna Be Startin' Somethin' 2008Michael Jackson With Akon,4.235333333333333,42.0,82.0,95.19999999999999,11.700000000000001,36.0,121.949,Wanna Be Startin' Somethin' 2008,Michael Jackson With Akon,81.0,2008,3.0,False
3800,Wanna Be Startin' Somethin'Glee Cast,3.4577666666666667,37.0,76.3,93.2,1.2,72.7,123.497,Wanna Be Startin' Somethin',Glee Cast,78.0,2012,1.0,False
3801,"Want It, Need ItPlies Featuring Ashanti",3.8324333333333334,43.0,65.4,72.0,5.17,28.599999999999998,84.988,"Want It, Need It",Plies Featuring Ashanti,96.0,2009,1.0,False
3802,Want To Want MeJason Derulo,3.4619833333333334,77.0,77.5,68.0,0.906,65.60000000000001,114.025,Want To Want Me,Jason Derulo,5.0,2015,35.0,True
3803,Want ToSugarland,3.556,55.0,70.5,71.0,24.5,73.5,97.031,Want To,Sugarland,32.0,2006,20.0,False
3804,Want U BackCher Lloyd,3.576216666666667,67.0,69.39999999999999,89.1,5.62,56.3,97.939,Want U Back,Cher Lloyd,12.0,2012,20.0,False
3805,Wanted Dead Or AliveChris Daughtry,4.5262166666666666,33.0,48.3,66.8,0.09380000000000001,32.9,156.033,Wanted Dead Or Alive,Chris Daughtry,43.0,2006,3.0,False
3806,Wanted You MoreLady Antebellum,4.034666666666666,47.0,46.1,71.0,31.900000000000002,28.1,175.825,Wanted You More,Lady Antebellum,34.0,2011,5.0,False
3807,WantedHunter Hayes,3.814,70.0,42.1,47.599999999999994,26.8,30.0,169.784,Wanted,Hunter Hayes,16.0,2012,46.0,False
3808,WantedJessie James,3.0757666666666665,40.0,66.5,76.8,0.44400000000000006,88.8,110.015,Wanted,Jessie James,40.0,2009,12.0,False
3809,Wasted LoveMatt McAndrew,3.5601333333333334,39.0,61.5,23.5,86.6,30.3,97.824,Wasted Love,Matt McAndrew,14.0,2015,1.0,False
3810,WastedCarrie Underwood,4.5711,52.0,54.800000000000004,77.5,9.36,31.1,94.998,Wasted,Carrie Underwood,37.0,2007,20.0,False
3811,WastedGucci Mane Featuring Plies Or OJ Da Juiceman,4.164,53.0,70.19999999999999,72.7,8.27,54.900000000000006,155.093,Wasted,Gucci Mane Featuring Plies Or OJ Da Juiceman,36.0,2009,19.0,False
3812,WastedTiesto Featuring Matthew Koma,3.1668833333333333,63.0,63.800000000000004,81.6,0.149,38.6,112.014,Wasted,Tiesto Featuring Matthew Koma,49.0,2014,12.0,False
3813,Wasteland10 Years,3.8311,64.0,39.1,80.10000000000001,0.0426,34.1,146.729,Wasteland,10 Years,94.0,2006,2.0,False
3814,Wasting All These TearsCassadee Pope,3.594,58.0,46.300000000000004,78.9,9.54,30.099999999999998,155.865,Wasting All These Tears,Cassadee Pope,37.0,2013,20.0,False
3815,Watch MeBella Thorne & Zendaya,2.922433333333333,41.0,71.0,71.6,0.363,60.0,125.0,Watch Me,Bella Thorne & Zendaya,86.0,2011,3.0,False
3816,Watch MeSilento,3.0857,69.0,82.1,75.9,24.7,96.2,140.01,Watch Me,Silento,3.0,2015,42.0,True
3817,Watching AirplanesGary Allan,4.0491,60.0,37.6,72.2,56.89999999999999,45.800000000000004,159.842,Watching Airplanes,Gary Allan,43.0,2008,20.0,False
3818,Watching YouRodney Atkins,3.923766666666667,68.0,62.5,84.8,10.5,71.6,137.993,Watching You,Rodney Atkins,36.0,2007,20.0,False
3819,Water Under The BridgeAdele,4.0071,68.0,59.599999999999994,83.8,1.8900000000000001,47.199999999999996,94.982,Water Under The Bridge,Adele,70.0,2015,1.0,False
3820,WaterBrad Paisley,4.365333333333333,52.0,56.2,82.5,0.49300000000000005,69.39999999999999,97.54,Water,Brad Paisley,42.0,2010,19.0,False
3821,WavesMr. Probz,3.4688833333333333,77.0,82.89999999999999,51.0,0.8210000000000001,45.0,119.993,Waves,Mr. Probz,14.0,2014,25.0,False
3822,Wavin' FlagK'Naan,3.5477666666666665,53.0,58.4,76.8,32.9,72.89999999999999,152.005,Wavin' Flag,K'Naan,82.0,2010,7.0,False
3823,Way Out HereJosh Thompson,4.099333333333333,52.0,38.9,72.0,5.7,51.0,147.94,Way Out Here,Josh Thompson,85.0,2010,9.0,False
3824,We Are Never Ever Getting Back TogetherTaylor Swift,3.198,65.0,62.2,68.2,0.9950000000000001,78.10000000000001,86.035,We Are Never Ever Getting Back Together,Taylor Swift,1.0,2012,24.0,True
3825,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song]Pitbull Featuring Jennifer Lopez & Claudia Leitte,3.708666666666667,63.0,59.199999999999996,93.5,0.8789999999999999,56.699999999999996,125.013,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,59.0,2014,6.0,False
3826,We Are TonightBilly Currington,3.8684333333333334,55.0,56.00000000000001,80.9,3.18,56.3,127.914,We Are Tonight,Billy Currington,60.0,2014,19.0,False
3827,We Are Youngfun. Featuring Janelle Monae,4.1771,73.0,37.8,63.800000000000004,2.0,73.5,184.086,We Are Young,fun. Featuring Janelle Monae,1.0,2012,42.0,True
3828,We Are YoungGlee Cast,4.162883333333333,55.0,37.8,55.50000000000001,5.04,52.400000000000006,91.966,We Are Young,Glee Cast,12.0,2011,3.0,False
3829,We AreJustin Bieber Featuring Nas,3.3826666666666667,57.0,56.3,76.3,23.799999999999997,58.9,79.079,We Are,Justin Bieber Featuring Nas,88.0,2015,1.0,False
3830,We Be Burnin'Sean Paul,3.5511,57.0,95.0,80.30000000000001,14.499999999999998,86.0,117.0,We Be Burnin',Sean Paul,6.0,2005,28.0,True
3831,We Belong TogetherGavin DeGraw,5.474666666666667,39.0,54.7,64.5,0.264,30.5,80.083,We Belong Together,Gavin DeGraw,26.0,2006,3.0,False
3832,We Belong TogetherMariah Carey,3.3566666666666665,72.0,83.8,46.9,3.58,77.8,139.975,We Belong Together,Mariah Carey,1.0,2005,43.0,True
3833,We Can't StopMiley Cyrus,3.854,79.0,61.3,62.2,0.882,48.4,80.003,We Can't Stop,Miley Cyrus,2.0,2013,26.0,True
3834,We Dem BoyzWiz Khalifa,3.748883333333333,69.0,71.7,86.2,0.6890000000000001,52.0,130.021,We Dem Boyz,Wiz Khalifa,43.0,2014,20.0,False
3835,We Don't Get Down Like Y'allT.I. Featuring B.o.B.,3.84755,13.0,51.7,73.3,0.9809999999999999,51.300000000000004,110.626,We Don't Get Down Like Y'all,T.I. Featuring B.o.B.,78.0,2011,1.0,False
3836,We Fly HighJim Jones,3.9346666666666668,58.0,68.5,80.0,8.469999999999999,48.3,120.226,We Fly High,Jim Jones,5.0,2007,27.0,True
3837,We Found LoveGlee Cast,3.582666666666667,42.0,73.3,79.9,1.43,67.0,127.988,We Found Love,Glee Cast,56.0,2012,1.0,False
3838,We Found LoveRihanna Featuring Calvin Harris,3.5871,76.0,73.4,76.6,2.5,60.0,127.986,We Found Love,Rihanna Featuring Calvin Harris,1.0,2011,41.0,True
3839,We Got The BeatGlee Cast,2.5364333333333335,38.0,63.2,96.7,1.54,65.7,151.911,We Got The Beat,Glee Cast,83.0,2011,1.0,False
3840,We Made ItBusta Rhymes Featuring Linkin Park,3.967766666666667,45.0,62.0,74.6,42.4,19.1,138.454,We Made It,Busta Rhymes Featuring Linkin Park,65.0,2008,1.0,False
3841,We Made YouEminem,4.49355,66.0,92.2,85.9,10.100000000000001,61.6,114.001,We Made You,Eminem,9.0,2009,10.0,True
3842,We Might Be Dead By TomorrowSoko,2.6902166666666667,52.0,38.6,15.1,96.6,8.25,143.456,We Might Be Dead By Tomorrow,Soko,9.0,2014,1.0,True
3843,We No Speak AmericanoYolanda Be Cool & Dcup,2.624,48.0,90.2,80.5,7.249999999999999,73.7,124.996,We No Speak Americano,Yolanda Be Cool & Dcup,29.0,2010,20.0,False
3844,We Own It (Fast & Furious)2 Chainz & Wiz Khalifa,3.798216666666667,61.0,55.400000000000006,89.9,5.21,55.2,171.966,We Own It (Fast & Furious),2 Chainz & Wiz Khalifa,16.0,2013,7.0,False
3845,We Own The NightThe Wanted,3.4233333333333333,50.0,55.300000000000004,93.7,0.559,54.800000000000004,103.97,We Own The Night,The Wanted,94.0,2013,1.0,False
3846,We Owned The NightLady Antebellum,3.296666666666667,52.0,65.7,71.39999999999999,28.1,48.8,99.991,We Owned The Night,Lady Antebellum,31.0,2011,20.0,False
3847,We R Who We RKe$ha,3.3175666666666666,8.0,74.4,47.4,21.4,74.5,119.999,We R Who We R,Ke$ha,1.0,2010,20.0,True
3848,We RockCast Of Camp Rock,3.1822166666666667,47.0,63.4,94.69999999999999,0.7060000000000001,78.4,143.914,We Rock,Cast Of Camp Rock,33.0,2008,3.0,False
3849,We Run The NightHavana Brown Featuring Pitbull,3.8033333333333332,54.0,69.1,84.6,0.676,70.39999999999999,127.011,We Run The Night,Havana Brown Featuring Pitbull,26.0,2012,22.0,False
3850,We Run ThisMissy Elliott,3.4076833333333334,45.0,74.5,89.8,18.7,77.8,109.614,We Run This,Missy Elliott,48.0,2006,5.0,False
3851,"We Takin' OverDJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",4.388,60.0,76.7,87.2,15.299999999999999,56.49999999999999,112.6,We Takin' Over,"DJ Khaled Featuring T.I., Akon, Rick Ross, Fat Joe, Lil' Wayne & Baby",28.0,2007,17.0,False
3852,We WentRandy Houser,2.989333333333333,58.0,64.60000000000001,88.2,9.700000000000001,54.400000000000006,101.997,We Went,Randy Houser,100.0,2015,1.0,False
